,title,count,mean,std,min,25%,50%,75%,max
1040,Naked Gun 33 1/3: The Final Insult (1994),69.0,2.782608695652174,1.0127069899878902,1.0,2.0,3.0,3.0,5.0
1041,Naked in New York (1994),2.0,1.5,0.7071067811865476,1.0,1.25,1.5,1.75,2.0
1042,National Lampoon's Senior Trip (1995),7.0,2.4285714285714284,1.1338934190276817,1.0,1.5,3.0,3.0,4.0
1043,Natural Born Killers (1994),128.0,2.953125,1.3272396018164625,1.0,2.0,3.0,4.0,5.0
1044,Nell (1994),81.0,3.4814814814814814,0.9234596784796716,1.0,3.0,4.0,4.0,5.0
1045,Nelly & Monsieur Arnaud (1995),3.0,3.6666666666666665,0.5773502691896258,3.0,3.5,4.0,4.0,4.0
1046,Nemesis 2: Nebula (1995),1.0,2.0,,2.0,2.0,2.0,2.0,2.0
1047,"Neon Bible, The (1995)",4.0,1.75,0.957427107756338,1.0,1.0,1.5,2.25,3.0
1048,"Net, The (1995)",120.0,3.0083333333333333,1.0166333741162288,1.0,2.0,3.0,3.25,5.0
1049,"NeverEnding Story III, The (1994)",12.0,2.1666666666666665,1.19341628287971,1.0,1.0,2.0,3.0,5.0
1050,"New Age, The (1994)",1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1051,New Jersey Drive (1995),2.0,3.0,1.4142135623730951,2.0,2.5,3.0,3.5,4.0
1052,New York Cop (1996),2.0,2.5,2.1213203435596424,1.0,1.75,2.5,3.25,4.0
1053,"Newton Boys, The (1998)",4.0,3.0,1.1547005383792517,2.0,2.0,3.0,4.0,4.0
1054,"Next Karate Kid, The (1994)",9.0,2.4444444444444446,1.130388330520878,1.0,2.0,2.0,3.0,4.0
1055,"Next Step, The (1995)",1.0,3.0,,3.0,3.0,3.0,3.0,3.0
1056,"Niagara, Niagara (1997)",1.0,2.0,,2.0,2.0,2.0,2.0,2.0
1057,Nick of Time (1995),44.0,3.0454545454545454,1.0332730892438855,1.0,2.0,3.0,4.0,5.0
1058,Nico Icon (1995),2.0,4.0,1.4142135623730951,3.0,3.5,4.0,4.5,5.0
1059,Night Falls on Manhattan (1997),32.0,3.375,0.7931155389125321,2.0,3.0,4.0,4.0,4.0
1060,Night Flier (1997),7.0,3.7142857142857135,0.7559289460184545,3.0,3.0,4.0,4.0,5.0
1061,Night of the Living Dead (1968),64.0,3.421875,1.0955130348488828,1.0,3.0,4.0,4.0,5.0
1062,Night on Earth (1991),36.0,3.8333333333333335,1.0555973258234954,1.0,3.0,4.0,5.0,5.0
1063,"Nightmare Before Christmas, The (1993)",143.0,3.5874125874125875,1.0898292367121345,1.0,3.0,4.0,4.0,5.0
1064,"Nightmare on Elm Street, A (1984)",111.0,3.1711711711711716,1.3133847589261591,1.0,2.0,3.0,4.0,5.0
1065,Nightwatch (1997),3.0,3.0,1.0,2.0,2.5,3.0,3.5,4.0
1066,Nikita (La Femme Nikita) (1990),127.0,4.007874015748032,0.8773703765530242,1.0,4.0,4.0,5.0,5.0
1067,Nil By Mouth (1997),4.0,2.0,0.8164965809277259,1.0,1.75,2.0,2.25,3.0
1068,Nina Takes a Lover (1994),6.0,2.833333333333333,1.1690451944500122,1.0,2.25,3.0,3.75,4.0
1069,Nine Months (1995),58.0,2.931034482758621,0.9150221733583546,1.0,3.0,3.0,3.0,5.0
1070,Ninotchka (1939),26.0,3.7692307692307687,0.9922778767136676,2.0,3.0,4.0,4.75,5.0
1071,Nixon (1995),90.0,3.1222222222222222,1.1099931954217763,1.0,3.0,3.0,4.0,5.0
1072,No Escape (1994),5.0,2.4,0.5477225575051661,2.0,2.0,2.0,3.0,3.0
1073,Nobody Loves Me (Keiner liebt mich) (1994),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1074,Nobody's Fool (1994),46.0,3.608695652173913,0.8557845229720236,1.0,3.0,4.0,4.0,5.0
1075,Normal Life (1996),1.0,3.0,,3.0,3.0,3.0,3.0,3.0
1076,North (1994),7.0,2.7142857142857144,0.951189731211342,2.0,2.0,2.0,3.5,4.0
1077,North by Northwest (1959),179.0,4.284916201117318,0.7129195935523721,2.0,4.0,4.0,5.0,5.0
1078,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",54.0,3.555555555555556,1.0757475095962412,1.0,3.0,4.0,4.0,5.0
1079,Nosferatu a Venezia (1986),3.0,2.333333333333333,1.1547005383792517,1.0,2.0,3.0,3.0,3.0
1080,Nothing Personal (1995),1.0,2.0,,2.0,2.0,2.0,2.0,2.0
1081,Nothing to Lose (1994),7.0,3.2857142857142856,0.7559289460184545,2.0,3.0,3.0,4.0,4.0
1082,Notorious (1946),52.0,4.115384615384615,0.7580637397238859,2.0,4.0,4.0,5.0,5.0
1083,Now and Then (1995),24.0,3.458333333333333,0.9770927002733856,1.0,3.0,3.0,4.0,5.0
1084,Nowhere (1997),3.0,2.333333333333333,0.5773502691896258,2.0,2.0,2.0,2.5,3.0
1085,"Nutty Professor, The (1996)",163.0,2.914110429447853,1.0852477273440242,1.0,2.0,3.0,4.0,5.0
1086,Nénette et Boni (1996),6.0,3.5,1.51657508881031,1.0,3.0,3.5,4.75,5.0
1087,"Object of My Affection, The (1998)",1.0,4.0,,4.0,4.0,4.0,4.0,4.0
1088,Of Human Bondage (1934),5.0,3.2,1.3038404810405295,1.0,3.0,4.0,4.0,4.0
1089,Of Love and Shadows (1994),6.0,3.1666666666666665,1.3291601358251257,1.0,2.5,4.0,4.0,4.0
1090,Office Killer (1997),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1091,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",5.0,2.6,1.8165902124584952,1.0,1.0,2.0,4.0,5.0
1092,"Old Man and the Sea, The (1958)",32.0,3.34375,1.2853862228666852,1.0,2.75,4.0,4.0,5.0
1093,Old Yeller (1957),64.0,3.484375,1.0689289625527634,1.0,3.0,3.5,4.0,5.0
1094,Oliver & Company (1988),22.0,2.772727272727273,1.109775532079227,1.0,2.0,3.0,3.75,5.0
1095,"Omen, The (1976)",85.0,3.388235294117647,0.9770475161114204,1.0,3.0,3.0,4.0,5.0
1096,On Golden Pond (1981),106.0,3.5566037735849063,1.00551042408222,1.0,3.0,3.0,4.0,5.0
1097,Once Upon a Time in America (1984),50.0,3.4,0.9035079029052508,1.0,3.0,3.0,4.0,5.0
1098,Once Upon a Time in the West (1969),38.0,3.8684210526315783,0.9055699304881248,2.0,3.0,4.0,4.75,5.0
1099,Once Upon a Time... When We Were Colored (1995),28.0,3.2857142857142856,1.117442279796701,1.0,2.75,3.5,4.0,5.0
1100,Once Were Warriors (1994),31.0,4.064516129032258,0.8920195764282208,1.0,4.0,4.0,5.0,5.0
1101,One Fine Day (1996),112.0,3.2321428571428568,0.8902084264210502,1.0,3.0,3.0,4.0,5.0
1102,One Flew Over the Cuckoo's Nest (1975),264.0,4.291666666666667,0.8421899451284972,1.0,4.0,4.0,5.0,5.0
1103,One Night Stand (1997),15.0,3.466666666666667,1.3020130933435712,1.0,2.5,4.0,4.5,5.0
1104,Only You (1994),39.0,3.1538461538461537,0.9877795817004376,1.0,3.0,3.0,4.0,5.0
1105,Open Season (1996),2.0,2.5,2.1213203435596424,1.0,1.75,2.5,3.25,4.0
1106,Operation Dumbo Drop (1995),31.0,2.5161290322580645,1.1216347516589489,1.0,2.0,3.0,3.0,5.0
1107,Original Gangstas (1996),7.0,2.142857142857143,0.8997354108424372,1.0,1.5,2.0,3.0,3.0
1108,Orlando (1993),34.0,3.6176470588235294,1.2064148209229704,1.0,3.0,4.0,4.75,5.0
1109,Oscar & Lucinda (1997),21.0,3.1904761904761907,1.2891488517253398,1.0,2.0,3.0,4.0,5.0
1110,Othello (1995),72.0,3.611111111111111,0.986608296712738,1.0,3.0,4.0,4.0,5.0
1111,"Other Voices, Other Rooms (1997)",1.0,3.0,,3.0,3.0,3.0,3.0,3.0
1112,Out to Sea (1997),19.0,2.6842105263157894,1.1572300058975775,1.0,2.0,3.0,3.5,5.0
1113,Outbreak (1995),104.0,3.2403846153846154,0.8301969857213533,1.0,3.0,3.0,4.0,5.0
1114,"Outlaw, The (1943)",2.0,2.5,0.7071067811865476,2.0,2.25,2.5,2.75,3.0
1115,"Pagemaster, The (1994)",12.0,2.25,0.621581560508061,1.0,2.0,2.0,3.0,3.0
1116,"Pallbearer, The (1996)",22.0,2.3181818181818183,0.9454836825347092,1.0,2.0,2.0,3.0,4.0
1117,Palmetto (1998),14.0,3.1428571428571432,1.231455852429764,1.0,2.25,3.5,4.0,5.0
1118,Palookaville (1996),13.0,2.9230769230769234,0.8623164985025763,1.0,3.0,3.0,3.0,4.0
1119,Panther (1995),5.0,2.4,1.3416407864998738,1.0,1.0,3.0,3.0,4.0
1120,"Paper, The (1994)",40.0,3.225,0.973692417078886,1.0,3.0,3.0,4.0,5.0
1121,Paradise Lost: The Child Murders at Robin Hood Hills (1996),20.0,4.05,1.3168942730211068,1.0,3.0,5.0,5.0,5.0
1122,Paradise Road (1997),7.0,3.2857142857142856,0.9511897312113421,2.0,3.0,3.0,3.5,5.0
1123,"Parent Trap, The (1961)",73.0,3.095890410958904,1.0160433001715228,1.0,2.0,3.0,4.0,5.0
1124,Paris Is Burning (1990),27.0,3.814814814814815,0.962250448649376,1.0,3.0,4.0,4.5,5.0
1125,Paris Was a Woman (1995),1.0,3.0,,3.0,3.0,3.0,3.0,3.0
1126,"Paris, France (1993)",3.0,2.333333333333333,1.5275252316519468,1.0,1.5,2.0,3.0,4.0
1127,"Paris, Texas (1984)",46.0,3.5434782608695654,1.026461489002776,1.0,3.0,4.0,4.0,5.0
1128,Party Girl (1995),16.0,2.875,0.957427107756338,1.0,2.0,3.0,4.0,4.0
1129,Passion Fish (1992),28.0,3.1785714285714284,0.8629652337776966,1.0,3.0,3.0,4.0,5.0
1130,Pather Panchali (1955),8.0,4.625,0.5175491695067657,4.0,4.0,5.0,5.0,5.0
1131,Paths of Glory (1957),33.0,4.212121212121212,1.0234004518508308,1.0,4.0,4.0,5.0,5.0
1132,Patton (1970),136.0,3.9926470588235294,0.9622221467493808,1.0,3.0,4.0,5.0,5.0
1133,"Peacemaker, The (1997)",136.0,3.272058823529412,1.0144650972562819,1.0,3.0,3.0,4.0,5.0
1134,Penny Serenade (1941),8.0,3.0,0.9258200997725514,2.0,2.0,3.0,4.0,4.0
1135,"People vs. Larry Flynt, The (1996)",215.0,3.5953488372093023,0.9710658678998262,1.0,3.0,4.0,4.0,5.0
1136,"Perez Family, The (1995)",14.0,2.642857142857143,1.0818177620697813,1.0,2.0,3.0,3.0,4.0
1137,"Perfect Candidate, A (1996)",4.0,4.0,1.4142135623730951,2.0,3.5,4.5,5.0,5.0
1138,"Perfect World, A (1993)",50.0,3.68,0.9354688882139944,2.0,3.0,4.0,4.0,5.0
1139,Persuasion (1995),44.0,4.045454545454546,1.0987211478243843,1.0,3.75,4.0,5.0,5.0
1140,"Pest, The (1997)",8.0,1.875,1.2464234547582251,1.0,1.0,1.0,3.0,4.0
1141,Pete's Dragon (1977),43.0,2.7209302325581395,0.9838113784409818,1.0,2.0,3.0,3.0,4.0
1142,"Phantom, The (1996)",80.0,2.575,1.06468037635596,1.0,2.0,3.0,3.0,5.0
1143,Phantoms (1998),13.0,2.230769230769231,1.2351684199496948,1.0,1.0,2.0,3.0,5.0
1144,Pharaoh's Army (1995),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1145,Phat Beach (1996),5.0,1.6,0.8944271909999159,1.0,1.0,1.0,2.0,3.0
1146,Phenomenon (1996),244.0,3.557377049180328,0.9690619988733392,1.0,3.0,4.0,4.0,5.0
1147,Philadelphia (1993),137.0,3.854014598540146,0.951316007877581,2.0,3.0,4.0,5.0,5.0
1148,"Philadelphia Story, The (1940)",104.0,4.115384615384615,0.8396450048264129,2.0,4.0,4.0,5.0,5.0
1149,"Piano, The (1993)",168.0,3.6011904761904763,1.132745490714972,1.0,3.0,4.0,4.0,5.0
1150,Picnic (1955),18.0,3.611111111111111,0.7775443160352293,2.0,3.0,4.0,4.0,5.0
1151,Picture Bride (1995),10.0,3.1,1.100504934614612,1.0,3.0,3.0,3.75,5.0
1152,Picture Perfect (1997),81.0,2.962962962962963,1.0540925533894598,1.0,2.0,3.0,3.0,5.0
1153,Pie in the Sky (1995),4.0,2.0,1.1547005383792517,1.0,1.0,2.0,3.0,3.0
1154,"Pillow Book, The (1995)",26.0,3.692307692307693,1.3789628209413267,1.0,3.0,4.0,5.0,5.0
1155,Pink Floyd - The Wall (1982),114.0,3.3508771929824563,1.159664706961707,1.0,3.0,3.0,4.0,5.0
1156,Pinocchio (1940),101.0,3.6732673267326734,0.8844083999045818,1.0,3.0,4.0,4.0,5.0
1157,Platoon (1986),127.0,3.692913385826772,1.0040537757022456,1.0,3.0,4.0,4.0,5.0
1158,Playing God (1997),43.0,2.627906976744186,1.2154414407541592,1.0,2.0,2.0,3.0,5.0
1159,Pocahontas (1995),51.0,2.5294117647058822,1.083567093935038,1.0,2.0,3.0,3.0,5.0
1160,Poetic Justice (1993),9.0,2.7777777777777777,1.301708279317776,1.0,2.0,3.0,4.0,4.0
1161,Poison Ivy II (1995),13.0,2.1538461538461537,1.143543749793731,1.0,1.0,2.0,3.0,5.0
1162,Police Story 4: Project S (Chao ji ji hua) (1993),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1163,Pollyanna (1960),27.0,3.1481481481481484,1.099080164490838,1.0,2.0,3.0,4.0,5.0
1164,"Pompatus of Love, The (1996)",7.0,3.0,1.1547005383792517,1.0,2.5,3.0,4.0,4.0
1165,Ponette (1996),10.0,3.3,1.3374935098492586,1.0,2.25,3.5,4.0,5.0
1166,"Portrait of a Lady, The (1996)",25.0,2.68,1.2151817422372124,1.0,2.0,2.0,4.0,5.0
1167,"Postino, Il (1994)",183.0,3.9672131147540974,0.9994594107182208,1.0,3.0,4.0,5.0,5.0
1168,"Postman, The (1997)",58.0,3.2241379310344827,1.3513229833029043,1.0,2.0,3.0,4.0,5.0
1169,Powder (1995),48.0,3.208333333333333,1.1290804643759724,1.0,2.0,3.0,4.0,5.0
1170,Power 98 (1995),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1171,"Preacher's Wife, The (1996)",68.0,2.9264705882352944,0.9821720746369564,1.0,2.0,3.0,4.0,5.0
1172,Prefontaine (1997),3.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
1173,Pretty Woman (1990),164.0,3.3231707317073167,1.090595467503574,1.0,3.0,3.0,4.0,5.0
1174,"Price Above Rubies, A (1998)",3.0,3.333333333333333,0.5773502691896258,3.0,3.0,3.0,3.5,4.0
1175,Priest (1994),40.0,4.0,1.1547005383792517,1.0,3.75,4.0,5.0,5.0
1176,Primal Fear (1996),178.0,3.6011235955056184,0.8526455184413235,1.0,3.0,4.0,4.0,5.0
1177,Primary Colors (1998),13.0,3.9230769230769234,0.8623164985025763,2.0,4.0,4.0,4.0,5.0
1178,"Princess Bride, The (1987)",324.0,4.1728395061728385,0.9989483443078636,1.0,4.0,4.0,5.0,5.0
1179,Princess Caraboo (1994),15.0,3.1333333333333333,0.6399404734221844,2.0,3.0,3.0,3.5,4.0
1180,Prisoner of the Mountains (Kavkazsky Plennik) (1996),5.0,3.0,1.224744871391589,1.0,3.0,3.0,4.0,4.0
1181,Private Benjamin (1980),67.0,2.955223880597015,0.8949832539637943,1.0,2.0,3.0,3.5,5.0
1182,Private Parts (1997),100.0,3.53,1.067944310582275,1.0,3.0,4.0,4.0,5.0
1183,"Professional, The (1994)",149.0,3.704697986577181,1.0167738839803897,1.0,3.0,4.0,4.0,5.0
1184,"Program, The (1993)",31.0,2.838709677419355,0.9694250596289324,1.0,2.0,3.0,3.5,5.0
1185,"Promesse, La (1996)",6.0,3.333333333333333,0.8164965809277259,2.0,3.0,3.5,4.0,4.0
1186,"Promise, The (Versprechen, Das) (1994)",1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1187,"Prophecy II, The (1998)",20.0,2.7,1.1742858972247996,1.0,2.0,3.0,3.0,5.0
1188,"Prophecy, The (1995)",32.0,2.9375,1.293594641599212,1.0,2.0,3.0,4.0,5.0
1189,Psycho (1960),239.0,4.100418410041842,0.9157583030339456,1.0,4.0,4.0,5.0,5.0
1190,Pulp Fiction (1994),394.0,4.060913705583757,1.1508798172952206,1.0,3.0,4.0,5.0,5.0
1191,Pump Up the Volume (1990),79.0,3.4177215189873418,1.045228412489149,1.0,3.0,3.0,4.0,5.0
1192,Purple Noon (1960),7.0,3.1428571428571432,1.2149857925879122,1.0,3.0,3.0,3.5,5.0
1193,Pushing Hands (1992),2.0,2.0,1.4142135623730951,1.0,1.5,2.0,2.5,3.0
1194,"Pyromaniac's Love Story, A (1995)",7.0,2.4285714285714284,1.1338934190276817,1.0,1.5,3.0,3.0,4.0
1195,Quartier Mozart (1992),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1196,"Queen Margot (Reine Margot, La) (1994)",24.0,3.5,0.9780192938436516,1.0,3.0,3.0,4.0,5.0
1197,"Quest, The (1996)",27.0,2.5185185185185186,1.1559335345002917,1.0,2.0,2.0,3.0,5.0
1198,"Quick and the Dead, The (1995)",48.0,3.208333333333333,1.1290804643759722,1.0,2.0,3.0,4.0,5.0
1199,"Quiet Man, The (1952)",67.0,4.029850746268656,0.8343051773187974,1.0,3.5,4.0,5.0,5.0
1200,"Quiet Room, The (1996)",3.0,3.6666666666666665,1.1547005383792517,3.0,3.0,3.0,4.0,5.0
1201,Quiz Show (1994),175.0,3.645714285714286,0.8374643094618021,1.0,3.0,4.0,4.0,5.0
1202,Race the Sun (1996),5.0,2.8,1.3038404810405295,1.0,2.0,3.0,4.0,4.0
1203,Radioland Murders (1994),12.0,3.333333333333333,1.2309149097933272,1.0,2.75,3.5,4.0,5.0
1204,Raging Bull (1980),116.0,4.120689655172414,0.9432153372447856,1.0,4.0,4.0,5.0,5.0
1205,Raiders of the Lost Ark (1981),420.0,4.2523809523809515,0.8918185799749803,1.0,4.0,4.0,5.0,5.0
1206,"Rainmaker, The (1997)",145.0,3.6,0.8850612031567826,1.0,3.0,4.0,4.0,5.0
1207,Raise the Red Lantern (1991),58.0,4.155172413793103,0.8746272216033009,2.0,3.0,4.0,5.0,5.0
1208,Raising Arizona (1987),256.0,3.875,1.0136325667578745,1.0,3.0,4.0,5.0,5.0
1209,Ran (1985),70.0,4.1,0.9802395448141196,1.0,3.25,4.0,5.0,5.0
1210,Ransom (1996),267.0,3.644194756554307,0.9482839702552608,1.0,3.0,4.0,4.0,5.0
1211,Raw Deal (1948),1.0,2.0,,2.0,2.0,2.0,2.0,2.0
1212,Ready to Wear (Pret-A-Porter) (1994),18.0,1.8333333333333333,0.7859052479933759,1.0,1.0,2.0,2.0,3.0
1213,Real Genius (1985),119.0,3.6638655462184873,0.9231239419912436,1.0,3.0,4.0,4.0,5.0
1214,Reality Bites (1994),77.0,2.9610389610389616,1.0568269096134504,1.0,2.0,3.0,4.0,5.0
1215,Rear Window (1954),209.0,4.3875598086124405,0.7125511300898142,2.0,4.0,5.0,5.0,5.0
1216,Rebecca (1940),66.0,3.9696969696969697,0.9276885579794872,1.0,3.0,4.0,5.0,5.0
1217,Rebel Without a Cause (1955),90.0,3.855555555555556,0.9547175723460408,2.0,3.0,4.0,5.0,5.0
1218,Reckless (1995),8.0,2.75,1.164964745021435,1.0,2.0,3.0,3.0,5.0
1219,Red Corner (1997),57.0,3.3859649122807016,1.0133816437501346,1.0,3.0,3.0,4.0,5.0
1220,"Red Firecracker, Green Firecracker (1994)",13.0,3.4615384615384617,1.39136531360295,1.0,2.0,4.0,5.0,5.0
1221,Red Rock West (1992),52.0,3.5961538461538463,1.0527203860291614,1.0,3.0,4.0,4.0,5.0
1222,"Ref, The (1994)",58.0,3.034482758620689,1.059054812646044,1.0,2.0,3.0,4.0,5.0
1223,Relative Fear (1994),3.0,1.6666666666666667,1.1547005383792517,1.0,1.0,1.0,2.0,3.0
1224,"Relic, The (1997)",25.0,2.88,1.2688577540449522,1.0,2.0,3.0,4.0,5.0
1225,"Reluctant Debutante, The (1958)",1.0,3.0,,3.0,3.0,3.0,3.0,3.0
1226,"Remains of the Day, The (1993)",150.0,3.94,0.9846472471612779,1.0,4.0,4.0,5.0,5.0
1227,Renaissance Man (1994),43.0,3.0,1.0910894511799618,1.0,2.0,3.0,4.0,5.0
1228,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",3.0,3.333333333333333,1.5275252316519468,2.0,2.5,3.0,4.0,5.0
1229,Rent-a-Kid (1995),8.0,3.0,1.1952286093343936,1.0,2.75,3.0,3.25,5.0
1230,"Replacement Killers, The (1998)",39.0,3.3076923076923075,1.1274994726068586,1.0,3.0,3.0,4.0,5.0
1231,Reservoir Dogs (1992),148.0,3.9864864864864864,0.9827525310224892,1.0,3.75,4.0,5.0,5.0
1232,Restoration (1995),71.0,3.4647887323943665,1.0800924023367229,1.0,3.0,4.0,4.0,5.0
1233,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",44.0,3.772727272727273,0.9366848111920948,1.0,3.0,4.0,4.0,5.0
1234,Return of the Jedi (1983),507.0,4.007889546351085,0.9239548542846214,1.0,3.0,4.0,5.0,5.0
1235,"Return of the Pink Panther, The (1974)",92.0,3.5543478260869565,0.9418724679166484,1.0,3.0,4.0,4.0,5.0
1236,Rhyme & Reason (1997),5.0,2.2,0.8366600265340756,1.0,2.0,2.0,3.0,3.0
1237,"Rich Man's Wife, The (1996)",15.0,2.4,0.7367883976130074,1.0,2.0,2.0,3.0,4.0
1238,Richard III (1995),89.0,3.831460674157303,1.0139476750012542,1.0,3.0,4.0,5.0,5.0
1239,Richie Rich (1994),21.0,2.4285714285714284,0.9258200997725516,1.0,2.0,2.0,3.0,4.0
1240,Ridicule (1996),44.0,3.704545454545455,1.069221526300532,1.0,3.0,4.0,4.0,5.0
1241,"Right Stuff, The (1983)",157.0,3.917197452229299,0.7676285780503626,2.0,3.0,4.0,4.0,5.0
1242,Ripe (1996),1.0,2.0,,2.0,2.0,2.0,2.0,2.0
1243,Rising Sun (1993),43.0,2.9069767441860463,0.9955604664225238,1.0,2.0,3.0,4.0,5.0
1244,"River Wild, The (1994)",146.0,3.1438356164383565,0.8943479692116857,1.0,3.0,3.0,4.0,5.0
1245,"Road to Wellville, The (1994)",17.0,2.294117647058824,0.985184366143778,1.0,2.0,2.0,3.0,4.0
1246,Rob Roy (1995),92.0,3.565217391304348,0.90546992020581,1.0,3.0,4.0,4.0,5.0
1247,Robert A. Heinlein's The Puppet Masters (1994),18.0,3.0,1.0289915108550531,1.0,2.0,3.0,4.0,5.0
1248,Robin Hood: Men in Tights (1993),56.0,2.5892857142857144,1.0050198679951234,1.0,2.0,3.0,3.0,5.0
1249,Robin Hood: Prince of Thieves (1991),75.0,3.2266666666666666,1.0851993630930945,1.0,3.0,3.0,4.0,5.0
1250,Robocop 3 (1993),11.0,1.7272727272727273,0.7862453931068966,1.0,1.0,2.0,2.0,3.0
1251,"Rock, The (1996)",378.0,3.693121693121693,0.9804482767325324,1.0,3.0,4.0,4.0,5.0
1252,Rocket Man (1997),49.0,2.4081632653061225,1.1711526968998458,1.0,1.0,3.0,3.0,5.0
1253,Roman Holiday (1953),68.0,4.102941176470588,0.8311061839653588,2.0,4.0,4.0,5.0,5.0
1254,Romeo Is Bleeding (1993),37.0,3.0,1.1785113019775793,1.0,2.0,3.0,4.0,5.0
1255,Romper Stomper (1992),5.0,3.0,1.4142135623730951,1.0,3.0,3.0,3.0,5.0
1256,Romy and Michele's High School Reunion (1997),98.0,3.0612244897959178,1.0336236581128355,1.0,2.0,3.0,4.0,5.0
1257,"Room with a View, A (1986)",134.0,3.985074626865672,0.9093092034460358,2.0,3.0,4.0,5.0,5.0
1258,Roommates (1995),13.0,3.2307692307692313,0.9268086959962984,2.0,3.0,3.0,3.0,5.0
1259,Roseanna's Grave (For Roseanna) (1997),5.0,2.8,1.3038404810405295,1.0,2.0,3.0,4.0,4.0
1260,Rosencrantz and Guildenstern Are Dead (1990),90.0,3.888888888888889,0.9533435477832088,1.0,3.0,4.0,5.0,5.0
1261,Rosewood (1997),114.0,3.6666666666666665,0.9836420194455294,1.0,3.0,4.0,4.0,5.0
1262,Rough Magic (1995),2.0,2.5,2.1213203435596424,1.0,1.75,2.5,3.25,4.0
1263,Ruby in Paradise (1993),23.0,3.1304347826086962,1.1795356492391769,1.0,2.0,4.0,4.0,5.0
1264,Rudy (1993),64.0,3.3125,1.0671873729054748,1.0,3.0,3.0,4.0,5.0
1265,"Ruling Class, The (1972)",16.0,3.875,1.2041594578792296,1.0,3.0,4.0,5.0,5.0
1266,Rumble in the Bronx (1995),174.0,3.4482758620689653,1.0000996561864053,1.0,3.0,4.0,4.0,5.0
1267,"Run of the Country, The (1995)",4.0,3.25,1.5,1.0,3.25,4.0,4.0,4.0
1268,S.F.W. (1994),2.0,3.0,1.4142135623730951,2.0,2.5,3.0,3.5,4.0
1269,Sabrina (1954),64.0,3.796875,0.876133053242558,1.0,3.0,4.0,4.0,5.0
1270,Sabrina (1995),190.0,3.5,0.9636241116594316,1.0,3.0,4.0,4.0,5.0
1271,Safe (1995),13.0,4.0,0.8164965809277259,3.0,3.0,4.0,5.0,5.0
1272,Safe Passage (1994),2.0,3.0,1.4142135623730951,2.0,2.5,3.0,3.5,4.0
1273,"Saint of Fort Washington, The (1993)",2.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
1274,"Saint, The (1997)",316.0,3.123417721518988,1.1411310302193125,1.0,2.0,3.0,4.0,5.0
1275,Salut cousin! (1996),2.0,2.0,1.4142135623730951,1.0,1.5,2.0,2.5,3.0
1276,"Santa Clause, The (1994)",82.0,3.097560975609756,0.9507600091513658,1.0,3.0,3.0,4.0,5.0
1277,Santa with Muscles (1996),2.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
1278,"Savage Nights (Nuits fauves, Les) (1992)",3.0,3.0,1.0,2.0,2.5,3.0,3.5,4.0
1279,"Scarlet Letter, The (1926)",2.0,3.0,1.4142135623730951,2.0,2.5,3.0,3.5,4.0
1280,"Scarlet Letter, The (1995)",5.0,2.4,1.3416407864998738,1.0,1.0,3.0,3.0,4.0
1281,Schindler's List (1993),298.0,4.466442953020135,0.8291093544584487,1.0,4.0,5.0,5.0,5.0
1282,Schizopolis (1996),4.0,3.0,1.6329931618554518,1.0,2.5,3.0,3.5,5.0
1283,"Scout, The (1994)",12.0,2.6666666666666665,0.8876253645985945,1.0,2.0,3.0,3.0,4.0
1284,Scream (1996),478.0,3.44142259414226,1.113910362118221,1.0,3.0,4.0,4.0,5.0
1285,Scream 2 (1997),106.0,3.2169811320754715,1.0954861237184426,1.0,2.0,3.0,4.0,5.0
1286,Scream of Stone (Schrei aus Stein) (1991),1.0,3.0,,3.0,3.0,3.0,3.0,3.0
1287,Screamers (1995),46.0,2.652173913043478,1.251086484342449,1.0,2.0,3.0,3.0,5.0
1288,"Search for One-eye Jimmy, The (1996)",3.0,2.6666666666666665,1.5275252316519463,1.0,2.0,3.0,3.5,4.0
1289,Searching for Bobby Fischer (1993),138.0,3.9057971014492754,0.9505102829258292,1.0,3.0,4.0,5.0,5.0
1290,"Second Jungle Book: Mowgli & Baloo, The (1997)",6.0,2.0,1.2649110640673518,1.0,1.0,1.5,2.75,4.0
1291,"Secret Adventures of Tom Thumb, The (1993)",5.0,2.6,1.1401754250991378,1.0,2.0,3.0,3.0,4.0
1292,"Secret Agent, The (1996)",6.0,3.0,1.2649110640673518,1.0,3.0,3.0,3.0,5.0
1293,"Secret Garden, The (1993)",79.0,3.5443037974683542,0.9580625261222532,1.0,3.0,4.0,4.0,5.0
